commentId,comment,classification,comment_processed,word_phrase_list,pretty,naive,insight,similarity_score
148414,"The website was pretty easy to navigate,",0,webster pretty easy navigable,"['webster', 'webster pretty', 'webster pretty easy', 'webster pretty easy navigable', 'pretty', 'pretty easy', 'pretty easy navigable', 'easy', 'easy navigable', 'navigable']",1,0,0,0.2857142857142857
63894,She pretty much mapped out what I was going to do,0,pretty map go,"['pretty', 'pretty map', 'pretty map go', 'map', 'map go', 'go']",1,0,0,0.2857142857142857
89045,His work was truthfully really pretty.,0,work truthfully pretty,"['work', 'work truthfully', 'work truthfully pretty', 'truthfully', 'truthfully pretty', 'pretty']",1,0,0,0.2857142857142857
57699,"Well, they really pretty good.  ",0,pretty good,"['pretty', 'pretty good', 'good']",1,0,0,0.2857142857142857
130993,IF not pretty much anyone else is better and will hopefully at least invest a few more minutes to at least speak with you.,1,pretty good hopefully invest speak,"['pretty', 'pretty good', 'pretty good hopefully', 'pretty good hopefully invest', 'pretty good hopefully invest speak', 'good', 'good hopefully', 'good hopefully invest', 'good hopefully invest speak', 'hopefully', 'hopefully invest', 'hopefully invest speak', 'invest', 'invest speak', 'speak']",1,0,0,0.2857142857142857
146434,Headaches have gone away and I still stay up pretty late but not,0,headache go away stay pretty late,"['headache', 'headache go', 'headache go away', 'headache go away stay', 'headache go away stay pretty', 'headache go away stay pretty late', 'go', 'go away', 'go away stay', 'go away stay pretty', 'go away stay pretty late', 'away', 'away stay', 'away stay pretty', 'away stay pretty late', 'stay', 'stay pretty', 'stay pretty late', 'pretty', 'pretty late', 'late']",1,0,0,0.2857142857142857
165314,"Things happen as efficiently as they can for a busy doctor's office, which is pretty quickly if you ask me, considering circumstances.",0,thing happen efficiently busy doctor office pretty quickly ask consider circumstance,"['thing', 'thing happen', 'thing happen efficiently', 'thing happen efficiently busy', 'thing happen efficiently busy doctor', 'thing happen efficiently busy doctor office', 'thing happen efficiently busy doctor office pretty', 'thing happen efficiently busy doctor office pretty quickly', 'thing happen efficiently busy doctor office pretty quickly ask', 'thing happen efficiently busy doctor office pretty quickly ask consider', 'thing happen efficiently busy doctor office pretty quickly ask consider circumstance', 'happen', 'happen efficiently', 'happen efficiently busy', 'happen efficiently busy doctor', 'happen efficiently busy doctor office', 'happen efficiently busy doctor office pretty', 'happen efficiently busy doctor office pretty quickly', 'happen efficiently busy doctor office pretty quickly ask', 'happen efficiently busy doctor office pretty quickly ask consider', 'happen efficiently busy doctor office pretty quickly ask consider circumstance', 'efficiently', 'efficiently busy', 'efficiently busy doctor', 'efficiently busy doctor office', 'efficiently busy doctor office pretty', 'efficiently busy doctor office pretty quickly', 'efficiently busy doctor office pretty quickly ask', 'efficiently busy doctor office pretty quickly ask consider', 'efficiently busy doctor office pretty quickly ask consider circumstance', 'busy', 'busy doctor', 'busy doctor office', 'busy doctor office pretty', 'busy doctor office pretty quickly', 'busy doctor office pretty quickly ask', 'busy doctor office pretty quickly ask consider', 'busy doctor office pretty quickly ask consider circumstance', 'doctor', 'doctor office', 'doctor office pretty', 'doctor office pretty quickly', 'doctor office pretty quickly ask', 'doctor office pretty quickly ask consider', 'doctor office pretty quickly ask consider circumstance', 'office', 'office pretty', 'office pretty quickly', 'office pretty quickly ask', 'office pretty quickly ask consider', 'office pretty quickly ask consider circumstance', 'pretty', 'pretty quickly', 'pretty quickly ask', 'pretty quickly ask consider', 'pretty quickly ask consider circumstance', 'quickly', 'quickly ask', 'quickly ask consider', 'quickly ask consider circumstance', 'ask', 'ask consider', 'ask consider circumstance', 'consider', 'consider circumstance', 'circumstance']",1,0,0,0.2857142857142857
186652,"The tools they use for cleaning teeth are really incredible and makes the old metal tools, and scraping of teeth pretty much obsolete.",0,tool use clean tooth incredible make old metal tool scrape tooth pretty disused,"['tool', 'tool use', 'tool use clean', 'tool use clean tooth', 'tool use clean tooth incredible', 'tool use clean tooth incredible make', 'tool use clean tooth incredible make old', 'tool use clean tooth incredible make old metal', 'tool use clean tooth incredible make old metal tool', 'tool use clean tooth incredible make old metal tool scrape', 'tool use clean tooth incredible make old metal tool scrape tooth', 'tool use clean tooth incredible make old metal tool scrape tooth pretty', 'tool use clean tooth incredible make old metal tool scrape tooth pretty disused', 'use', 'use clean', 'use clean tooth', 'use clean tooth incredible', 'use clean tooth incredible make', 'use clean tooth incredible make old', 'use clean tooth incredible make old metal', 'use clean tooth incredible make old metal tool', 'use clean tooth incredible make old metal tool scrape', 'use clean tooth incredible make old metal tool scrape tooth', 'use clean tooth incredible make old metal tool scrape tooth pretty', 'use clean tooth incredible make old metal tool scrape tooth pretty disused', 'clean', 'clean tooth', 'clean tooth incredible', 'clean tooth incredible make', 'clean tooth incredible make old', 'clean tooth incredible make old metal', 'clean tooth incredible make old metal tool', 'clean tooth incredible make old metal tool scrape', 'clean tooth incredible make old metal tool scrape tooth', 'clean tooth incredible make old metal tool scrape tooth pretty', 'clean tooth incredible make old metal tool scrape tooth pretty disused', 'tooth', 'tooth incredible', 'tooth incredible make', 'tooth incredible make old', 'tooth incredible make old metal', 'tooth incredible make old metal tool', 'tooth incredible make old metal tool scrape', 'tooth incredible make old metal tool scrape tooth', 'tooth incredible make old metal tool scrape tooth pretty', 'tooth incredible make old metal tool scrape tooth pretty disused', 'incredible', 'incredible make', 'incredible make old', 'incredible make old metal', 'incredible make old metal tool', 'incredible make old metal tool scrape', 'incredible make old metal tool scrape tooth', 'incredible make old metal tool scrape tooth pretty', 'incredible make old metal tool scrape tooth pretty disused', 'make', 'make old', 'make old metal', 'make old metal tool', 'make old metal tool scrape', 'make old metal tool scrape tooth', 'make old metal tool scrape tooth pretty', 'make old metal tool scrape tooth pretty disused', 'old', 'old metal', 'old metal tool', 'old metal tool scrape', 'old metal tool scrape tooth', 'old metal tool scrape tooth pretty', 'old metal tool scrape tooth pretty disused', 'metal', 'metal tool', 'metal tool scrape', 'metal tool scrape tooth', 'metal tool scrape tooth pretty', 'metal tool scrape tooth pretty disused', 'tool', 'tool scrape', 'tool scrape tooth', 'tool scrape tooth pretty', 'tool scrape tooth pretty disused', 'scrape', 'scrape tooth', 'scrape tooth pretty', 'scrape tooth pretty disused', 'tooth', 'tooth pretty', 'tooth pretty disused', 'pretty', 'pretty disused', 'disused']",1,0,0,0.2857142857142857
133001,"and easy to be around, during a time when my nerves were pretty frazzled.",0,easy time nerve pretty grizzle,"['easy', 'easy time', 'easy time nerve', 'easy time nerve pretty', 'easy time nerve pretty grizzle', 'time', 'time nerve', 'time nerve pretty', 'time nerve pretty grizzle', 'nerve', 'nerve pretty', 'nerve pretty grizzle', 'pretty', 'pretty grizzle', 'grizzle']",1,0,0,0.2857142857142857
131722,"It is pretty great, lovely and welcoming.",0,pretty great lovely welcome,"['pretty', 'pretty great', 'pretty great lovely', 'pretty great lovely welcome', 'great', 'great lovely', 'great lovely welcome', 'lovely', 'lovely welcome', 'welcome']",1,0,0,0.2857142857142857
151090,He even drew a sketch of what I would potentially look like after (it was pretty accurate).,0,draw sketch potentially look like pretty accurate,"['draw', 'draw sketch', 'draw sketch potentially', 'draw sketch potentially look', 'draw sketch potentially look like', 'draw sketch potentially look like pretty', 'draw sketch potentially look like pretty accurate', 'sketch', 'sketch potentially', 'sketch potentially look', 'sketch potentially look like', 'sketch potentially look like pretty', 'sketch potentially look like pretty accurate', 'potentially', 'potentially look', 'potentially look like', 'potentially look like pretty', 'potentially look like pretty accurate', 'look', 'look like', 'look like pretty', 'look like pretty accurate', 'like', 'like pretty', 'like pretty accurate', 'pretty', 'pretty accurate', 'accurate']",1,0,0,0.2857142857142857
180820,"I decided not to stay at the facility after the surgery and went home, which was probably a mistake in hindsight.",1,decide stay facility surgery go home probably mistake insight,"['decide', 'decide stay', 'decide stay facility', 'decide stay facility surgery', 'decide stay facility surgery go', 'decide stay facility surgery go home', 'decide stay facility surgery go home probably', 'decide stay facility surgery go home probably mistake', 'decide stay facility surgery go home probably mistake insight', 'stay', 'stay facility', 'stay facility surgery', 'stay facility surgery go', 'stay facility surgery go home', 'stay facility surgery go home probably', 'stay facility surgery go home probably mistake', 'stay facility surgery go home probably mistake insight', 'facility', 'facility surgery', 'facility surgery go', 'facility surgery go home', 'facility surgery go home probably', 'facility surgery go home probably mistake', 'facility surgery go home probably mistake insight', 'surgery', 'surgery go', 'surgery go home', 'surgery go home probably', 'surgery go home probably mistake', 'surgery go home probably mistake insight', 'go', 'go home', 'go home probably', 'go home probably mistake', 'go home probably mistake insight', 'home', 'home probably', 'home probably mistake', 'home probably mistake insight', 'probably', 'probably mistake', 'probably mistake insight', 'mistake', 'mistake insight', 'insight']",0,0,1,0.2857142857142857
180516,"She helped me through a pretty serious plantar fasciitis problem, minor surgery, and recovery.",0,help pretty plantar problem minor surgery recovery,"['help', 'help pretty', 'help pretty plantar', 'help pretty plantar problem', 'help pretty plantar problem minor', 'help pretty plantar problem minor surgery', 'help pretty plantar problem minor surgery recovery', 'pretty', 'pretty plantar', 'pretty plantar problem', 'pretty plantar problem minor', 'pretty plantar problem minor surgery', 'pretty plantar problem minor surgery recovery', 'plantar', 'plantar problem', 'plantar problem minor', 'plantar problem minor surgery', 'plantar problem minor surgery recovery', 'problem', 'problem minor', 'problem minor surgery', 'problem minor surgery recovery', 'minor', 'minor surgery', 'minor surgery recovery', 'surgery', 'surgery recovery', 'recovery']",1,0,0,0.2857142857142857
129961,"Fourth, through out the recovery process he made himself available pretty much 24-7",0,recovery process available pretty,"['recovery', 'recovery process', 'recovery process available', 'recovery process available pretty', 'process', 'process available', 'process available pretty', 'available', 'available pretty', 'pretty']",1,0,0,0.2857142857142857
165874,When you pay for a service for this much and afterwards they do the very minimum for you that's pretty horrible customer service.,1,pay service minimum s pretty atrocious customer service,"['pay', 'pay service', 'pay service minimum', 'pay service minimum s', 'pay service minimum s pretty', 'pay service minimum s pretty atrocious', 'pay service minimum s pretty atrocious customer', 'pay service minimum s pretty atrocious customer service', 'service', 'service minimum', 'service minimum s', 'service minimum s pretty', 'service minimum s pretty atrocious', 'service minimum s pretty atrocious customer', 'service minimum s pretty atrocious customer service', 'minimum', 'minimum s', 'minimum s pretty', 'minimum s pretty atrocious', 'minimum s pretty atrocious customer', 'minimum s pretty atrocious customer service', 's', 's pretty', 's pretty atrocious', 's pretty atrocious customer', 's pretty atrocious customer service', 'pretty', 'pretty atrocious', 'pretty atrocious customer', 'pretty atrocious customer service', 'atrocious', 'atrocious customer', 'atrocious customer service', 'customer', 'customer service', 'service']",1,0,0,0.2857142857142857
165578,I've also had pretty consistent trouble getting anyone from this office to ever return a call about scheduling.,1,ve pretty consistent trouble get office return schelling,"['ve', 've pretty', 've pretty consistent', 've pretty consistent trouble', 've pretty consistent trouble get', 've pretty consistent trouble get office', 've pretty consistent trouble get office return', 've pretty consistent trouble get office return schelling', 'pretty', 'pretty consistent', 'pretty consistent trouble', 'pretty consistent trouble get', 'pretty consistent trouble get office', 'pretty consistent trouble get office return', 'pretty consistent trouble get office return schelling', 'consistent', 'consistent trouble', 'consistent trouble get', 'consistent trouble get office', 'consistent trouble get office return', 'consistent trouble get office return schelling', 'trouble', 'trouble get', 'trouble get office', 'trouble get office return', 'trouble get office return schelling', 'get', 'get office', 'get office return', 'get office return schelling', 'office', 'office return', 'office return schelling', 'return', 'return schelling', 'schelling']",1,0,0,0.2857142857142857
91980,"and that pretty much sums up the consultation, which lasted less than 10 minutes.",1,pretty sum consultation last,"['pretty', 'pretty sum', 'pretty sum consultation', 'pretty sum consultation last', 'sum', 'sum consultation', 'sum consultation last', 'consultation', 'consultation last', 'last']",1,0,0,0.2857142857142857
154540,spent my days back and forth from the bed to the recliner and feeling pretty sad,1,spend day forth bed decline feel pretty sad,"['spend', 'spend day', 'spend day forth', 'spend day forth bed', 'spend day forth bed decline', 'spend day forth bed decline feel', 'spend day forth bed decline feel pretty', 'spend day forth bed decline feel pretty sad', 'day', 'day forth', 'day forth bed', 'day forth bed decline', 'day forth bed decline feel', 'day forth bed decline feel pretty', 'day forth bed decline feel pretty sad', 'forth', 'forth bed', 'forth bed decline', 'forth bed decline feel', 'forth bed decline feel pretty', 'forth bed decline feel pretty sad', 'bed', 'bed decline', 'bed decline feel', 'bed decline feel pretty', 'bed decline feel pretty sad', 'decline', 'decline feel', 'decline feel pretty', 'decline feel pretty sad', 'feel', 'feel pretty', 'feel pretty sad', 'pretty', 'pretty sad', 'sad']",1,0,0,0.2857142857142857
163800,to fumble around for a glass of water at night because I can't see is pretty awesome.,0,humble glass water pretty amazing,"['humble', 'humble glass', 'humble glass water', 'humble glass water pretty', 'humble glass water pretty amazing', 'glass', 'glass water', 'glass water pretty', 'glass water pretty amazing', 'water', 'water pretty', 'water pretty amazing', 'pretty', 'pretty amazing', 'amazing']",1,0,0,0.2857142857142857
169133,I did two sessions of cool sculpting on my lower back and it pretty much eliminated the fat deposits...,0,session cool scalp low pretty eliminate fat deposit,"['session', 'session cool', 'session cool scalp', 'session cool scalp low', 'session cool scalp low pretty', 'session cool scalp low pretty eliminate', 'session cool scalp low pretty eliminate fat', 'session cool scalp low pretty eliminate fat deposit', 'cool', 'cool scalp', 'cool scalp low', 'cool scalp low pretty', 'cool scalp low pretty eliminate', 'cool scalp low pretty eliminate fat', 'cool scalp low pretty eliminate fat deposit', 'scalp', 'scalp low', 'scalp low pretty', 'scalp low pretty eliminate', 'scalp low pretty eliminate fat', 'scalp low pretty eliminate fat deposit', 'low', 'low pretty', 'low pretty eliminate', 'low pretty eliminate fat', 'low pretty eliminate fat deposit', 'pretty', 'pretty eliminate', 'pretty eliminate fat', 'pretty eliminate fat deposit', 'eliminate', 'eliminate fat', 'eliminate fat deposit', 'fat', 'fat deposit', 'deposit']",1,0,0,0.2857142857142857
93838,and now at 6.5 weeks they already look pretty much perfect!,0,look pretty perfect,"['look', 'look pretty', 'look pretty perfect', 'pretty', 'pretty perfect', 'perfect']",1,0,0,0.2857142857142857
151197,He forgot to tell me some pretty important facts to do with a treatment.,1,forget tell pretty important fact treatment,"['forget', 'forget tell', 'forget tell pretty', 'forget tell pretty important', 'forget tell pretty important fact', 'forget tell pretty important fact treatment', 'tell', 'tell pretty', 'tell pretty important', 'tell pretty important fact', 'tell pretty important fact treatment', 'pretty', 'pretty important', 'pretty important fact', 'pretty important fact treatment', 'important', 'important fact', 'important fact treatment', 'fact', 'fact treatment', 'treatment']",1,0,0,0.2857142857142857
184024,Cleaning done 100% and got some new insights to better clean my full bottom implant.,0,clean get new insight good clean plant,"['clean', 'clean get', 'clean get new', 'clean get new insight', 'clean get new insight good', 'clean get new insight good clean', 'clean get new insight good clean plant', 'get', 'get new', 'get new insight', 'get new insight good', 'get new insight good clean', 'get new insight good clean plant', 'new', 'new insight', 'new insight good', 'new insight good clean', 'new insight good clean plant', 'insight', 'insight good', 'insight good clean', 'insight good clean plant', 'good', 'good clean', 'good clean plant', 'clean', 'clean plant', 'plant']",0,0,1,0.2857142857142857
65364,"I'm always delighted going to this office because the care is exceptional and you don't need to wait and you get your results pretty quickly, and he's a very smart man.",0,m delight go office care exceptional need wait result pretty quickly s smart man,"['m', 'm delight', 'm delight go', 'm delight go office', 'm delight go office care', 'm delight go office care exceptional', 'm delight go office care exceptional need', 'm delight go office care exceptional need wait', 'm delight go office care exceptional need wait result', 'm delight go office care exceptional need wait result pretty', 'm delight go office care exceptional need wait result pretty quickly', 'm delight go office care exceptional need wait result pretty quickly s', 'm delight go office care exceptional need wait result pretty quickly s smart', 'm delight go office care exceptional need wait result pretty quickly s smart man', 'delight', 'delight go', 'delight go office', 'delight go office care', 'delight go office care exceptional', 'delight go office care exceptional need', 'delight go office care exceptional need wait', 'delight go office care exceptional need wait result', 'delight go office care exceptional need wait result pretty', 'delight go office care exceptional need wait result pretty quickly', 'delight go office care exceptional need wait result pretty quickly s', 'delight go office care exceptional need wait result pretty quickly s smart', 'delight go office care exceptional need wait result pretty quickly s smart man', 'go', 'go office', 'go office care', 'go office care exceptional', 'go office care exceptional need', 'go office care exceptional need wait', 'go office care exceptional need wait result', 'go office care exceptional need wait result pretty', 'go office care exceptional need wait result pretty quickly', 'go office care exceptional need wait result pretty quickly s', 'go office care exceptional need wait result pretty quickly s smart', 'go office care exceptional need wait result pretty quickly s smart man', 'office', 'office care', 'office care exceptional', 'office care exceptional need', 'office care exceptional need wait', 'office care exceptional need wait result', 'office care exceptional need wait result pretty', 'office care exceptional need wait result pretty quickly', 'office care exceptional need wait result pretty quickly s', 'office care exceptional need wait result pretty quickly s smart', 'office care exceptional need wait result pretty quickly s smart man', 'care', 'care exceptional', 'care exceptional need', 'care exceptional need wait', 'care exceptional need wait result', 'care exceptional need wait result pretty', 'care exceptional need wait result pretty quickly', 'care exceptional need wait result pretty quickly s', 'care exceptional need wait result pretty quickly s smart', 'care exceptional need wait result pretty quickly s smart man', 'exceptional', 'exceptional need', 'exceptional need wait', 'exceptional need wait result', 'exceptional need wait result pretty', 'exceptional need wait result pretty quickly', 'exceptional need wait result pretty quickly s', 'exceptional need wait result pretty quickly s smart', 'exceptional need wait result pretty quickly s smart man', 'need', 'need wait', 'need wait result', 'need wait result pretty', 'need wait result pretty quickly', 'need wait result pretty quickly s', 'need wait result pretty quickly s smart', 'need wait result pretty quickly s smart man', 'wait', 'wait result', 'wait result pretty', 'wait result pretty quickly', 'wait result pretty quickly s', 'wait result pretty quickly s smart', 'wait result pretty quickly s smart man', 'result', 'result pretty', 'result pretty quickly', 'result pretty quickly s', 'result pretty quickly s smart', 'result pretty quickly s smart man', 'pretty', 'pretty quickly', 'pretty quickly s', 'pretty quickly s smart', 'pretty quickly s smart man', 'quickly', 'quickly s', 'quickly s smart', 'quickly s smart man', 's', 's smart', 's smart man', 'smart', 'smart man', 'man']",1,0,0,0.2857142857142857
137162,He is pretty cute to boot.,0,pretty cut boot,"['pretty', 'pretty cut', 'pretty cut boot', 'cut', 'cut boot', 'boot']",1,0,0,0.2857142857142857
144648,So my face is pretty much ruined.,1,face pretty ruin,"['face', 'face pretty', 'face pretty ruin', 'pretty', 'pretty ruin', 'ruin']",1,0,0,0.2857142857142857
167354,and I'm pretty pissed that I'm paying interest on this personal loan while they have a large amount of money from me.,1,m pretty pass m pay interest personal loan large money,"['m', 'm pretty', 'm pretty pass', 'm pretty pass m', 'm pretty pass m pay', 'm pretty pass m pay interest', 'm pretty pass m pay interest personal', 'm pretty pass m pay interest personal loan', 'm pretty pass m pay interest personal loan large', 'm pretty pass m pay interest personal loan large money', 'pretty', 'pretty pass', 'pretty pass m', 'pretty pass m pay', 'pretty pass m pay interest', 'pretty pass m pay interest personal', 'pretty pass m pay interest personal loan', 'pretty pass m pay interest personal loan large', 'pretty pass m pay interest personal loan large money', 'pass', 'pass m', 'pass m pay', 'pass m pay interest', 'pass m pay interest personal', 'pass m pay interest personal loan', 'pass m pay interest personal loan large', 'pass m pay interest personal loan large money', 'm', 'm pay', 'm pay interest', 'm pay interest personal', 'm pay interest personal loan', 'm pay interest personal loan large', 'm pay interest personal loan large money', 'pay', 'pay interest', 'pay interest personal', 'pay interest personal loan', 'pay interest personal loan large', 'pay interest personal loan large money', 'interest', 'interest personal', 'interest personal loan', 'interest personal loan large', 'interest personal loan large money', 'personal', 'personal loan', 'personal loan large', 'personal loan large money', 'loan', 'loan large', 'loan large money', 'large', 'large money', 'money']",1,0,0,0.2857142857142857
126341,"In hindsight, I wish I?d decided on the surgery from the start.",0,insight wish d decide surgery start,"['insight', 'insight wish', 'insight wish d', 'insight wish d decide', 'insight wish d decide surgery', 'insight wish d decide surgery start', 'wish', 'wish d', 'wish d decide', 'wish d decide surgery', 'wish d decide surgery start', 'd', 'd decide', 'd decide surgery', 'd decide surgery start', 'decide', 'decide surgery', 'decide surgery start', 'surgery', 'surgery start', 'start']",0,0,1,0.2857142857142857
146516,This was my first visit to an OB and I was pretty nervous.,1,visit pretty nervous,"['visit', 'visit pretty', 'visit pretty nervous', 'pretty', 'pretty nervous', 'nervous']",1,0,0,0.2857142857142857
89952,I'm pretty satisfied,0,m pretty satisfy,"['m', 'm pretty', 'm pretty satisfy', 'pretty', 'pretty satisfy', 'satisfy']",1,0,0,0.2857142857142857
