commentId,comment,classification,comment_processed,word_phrase_list,instruction,fix,redwood,redwood rural,redwood rural health,rural,rural health,health,health center,center,twice
150465,I was able to have permanent (not temporary like other offices offer) nose filler to fix the unevenness.,0,able permanent not temporary like office offer nose filler fix unevenness,"['able', 'able permanent', 'able permanent not', 'able permanent not temporary', 'able permanent not temporary like', 'able permanent not temporary like office', 'able permanent not temporary like office offer', 'able permanent not temporary like office offer nose', 'able permanent not temporary like office offer nose filler', 'able permanent not temporary like office offer nose filler fix', 'able permanent not temporary like office offer nose filler fix unevenness', 'permanent', 'permanent not', 'permanent not temporary', 'permanent not temporary like', 'permanent not temporary like office', 'permanent not temporary like office offer', 'permanent not temporary like office offer nose', 'permanent not temporary like office offer nose filler', 'permanent not temporary like office offer nose filler fix', 'permanent not temporary like office offer nose filler fix unevenness', 'not', 'not temporary', 'not temporary like', 'not temporary like office', 'not temporary like office offer', 'not temporary like office offer nose', 'not temporary like office offer nose filler', 'not temporary like office offer nose filler fix', 'not temporary like office offer nose filler fix unevenness', 'temporary', 'temporary like', 'temporary like office', 'temporary like office offer', 'temporary like office offer nose', 'temporary like office offer nose filler', 'temporary like office offer nose filler fix', 'temporary like office offer nose filler fix unevenness', 'like', 'like office', 'like office offer', 'like office offer nose', 'like office offer nose filler', 'like office offer nose filler fix', 'like office offer nose filler fix unevenness', 'office', 'office offer', 'office offer nose', 'office offer nose filler', 'office offer nose filler fix', 'office offer nose filler fix unevenness', 'offer', 'offer nose', 'offer nose filler', 'offer nose filler fix', 'offer nose filler fix unevenness', 'nose', 'nose filler', 'nose filler fix', 'nose filler fix unevenness', 'filler', 'filler fix', 'filler fix unevenness', 'fix', 'fix unevenness', 'unevenness']",0,1,0,0,0,0,0,0,0,0,0
82695,"Thanks Dr. Bregman and staff at Foot, Ankle and lower leg center",0,thanks staff foot ankle low leg center,"['thanks', 'thanks staff', 'thanks staff foot', 'thanks staff foot ankle', 'thanks staff foot ankle low', 'thanks staff foot ankle low leg', 'thanks staff foot ankle low leg center', 'staff', 'staff foot', 'staff foot ankle', 'staff foot ankle low', 'staff foot ankle low leg', 'staff foot ankle low leg center', 'foot', 'foot ankle', 'foot ankle low', 'foot ankle low leg', 'foot ankle low leg center', 'ankle', 'ankle low', 'ankle low leg', 'ankle low leg center', 'low', 'low leg', 'low leg center', 'leg', 'leg center', 'center']",0,0,0,0,0,0,0,0,0,1,0
130635,For example he insists most everyone gets veneers and more advanced procedure when often a simple procedure will work.,1,example insist get center advance procedure simple procedure work,"['example', 'example insist', 'example insist get', 'example insist get center', 'example insist get center advance', 'example insist get center advance procedure', 'example insist get center advance procedure simple', 'example insist get center advance procedure simple procedure', 'example insist get center advance procedure simple procedure work', 'insist', 'insist get', 'insist get center', 'insist get center advance', 'insist get center advance procedure', 'insist get center advance procedure simple', 'insist get center advance procedure simple procedure', 'insist get center advance procedure simple procedure work', 'get', 'get center', 'get center advance', 'get center advance procedure', 'get center advance procedure simple', 'get center advance procedure simple procedure', 'get center advance procedure simple procedure work', 'center', 'center advance', 'center advance procedure', 'center advance procedure simple', 'center advance procedure simple procedure', 'center advance procedure simple procedure work', 'advance', 'advance procedure', 'advance procedure simple', 'advance procedure simple procedure', 'advance procedure simple procedure work', 'procedure', 'procedure simple', 'procedure simple procedure', 'procedure simple procedure work', 'simple', 'simple procedure', 'simple procedure work', 'procedure', 'procedure work', 'work']",0,0,0,0,0,0,0,0,0,1,0
118502,I really dislike this bariatric center.,1,dislike barbaric center,"['dislike', 'dislike barbaric', 'dislike barbaric center', 'barbaric', 'barbaric center', 'center']",0,0,0,0,0,0,0,0,0,1,0
135782,I appreciate all you kindness and hard work.I appreciate what you have done for my health.,0,appreciate kindness hard work appreciate health,"['appreciate', 'appreciate kindness', 'appreciate kindness hard', 'appreciate kindness hard work', 'appreciate kindness hard work appreciate', 'appreciate kindness hard work appreciate health', 'kindness', 'kindness hard', 'kindness hard work', 'kindness hard work appreciate', 'kindness hard work appreciate health', 'hard', 'hard work', 'hard work appreciate', 'hard work appreciate health', 'work', 'work appreciate', 'work appreciate health', 'appreciate', 'appreciate health', 'health']",0,0,0,0,0,0,0,1,0,0,0
144145,but visible abdominal scarring and health issues...the health issues cost me thousands of dollars to assess and treat..which I still,1,visible abdominal scar health issuesthe health issue cost ass treatwhich,"['visible', 'visible abdominal', 'visible abdominal scar', 'visible abdominal scar health', 'visible abdominal scar health issuesthe', 'visible abdominal scar health issuesthe health', 'visible abdominal scar health issuesthe health issue', 'visible abdominal scar health issuesthe health issue cost', 'visible abdominal scar health issuesthe health issue cost ass', 'visible abdominal scar health issuesthe health issue cost ass treatwhich', 'abdominal', 'abdominal scar', 'abdominal scar health', 'abdominal scar health issuesthe', 'abdominal scar health issuesthe health', 'abdominal scar health issuesthe health issue', 'abdominal scar health issuesthe health issue cost', 'abdominal scar health issuesthe health issue cost ass', 'abdominal scar health issuesthe health issue cost ass treatwhich', 'scar', 'scar health', 'scar health issuesthe', 'scar health issuesthe health', 'scar health issuesthe health issue', 'scar health issuesthe health issue cost', 'scar health issuesthe health issue cost ass', 'scar health issuesthe health issue cost ass treatwhich', 'health', 'health issuesthe', 'health issuesthe health', 'health issuesthe health issue', 'health issuesthe health issue cost', 'health issuesthe health issue cost ass', 'health issuesthe health issue cost ass treatwhich', 'issuesthe', 'issuesthe health', 'issuesthe health issue', 'issuesthe health issue cost', 'issuesthe health issue cost ass', 'issuesthe health issue cost ass treatwhich', 'health', 'health issue', 'health issue cost', 'health issue cost ass', 'health issue cost ass treatwhich', 'issue', 'issue cost', 'issue cost ass', 'issue cost ass treatwhich', 'cost', 'cost ass', 'cost ass treatwhich', 'ass', 'ass treatwhich', 'treatwhich']",0,0,0,0,0,0,0,1,0,0,0
129193,"Not once did anyone apologize for the inconvenience, or their incompetence and broken billing system, or try to fix the issue.",1,not apologize inconvenience incompetence break fill system try fix issue,"['not', 'not apologize', 'not apologize inconvenience', 'not apologize inconvenience incompetence', 'not apologize inconvenience incompetence break', 'not apologize inconvenience incompetence break fill', 'not apologize inconvenience incompetence break fill system', 'not apologize inconvenience incompetence break fill system try', 'not apologize inconvenience incompetence break fill system try fix', 'not apologize inconvenience incompetence break fill system try fix issue', 'apologize', 'apologize inconvenience', 'apologize inconvenience incompetence', 'apologize inconvenience incompetence break', 'apologize inconvenience incompetence break fill', 'apologize inconvenience incompetence break fill system', 'apologize inconvenience incompetence break fill system try', 'apologize inconvenience incompetence break fill system try fix', 'apologize inconvenience incompetence break fill system try fix issue', 'inconvenience', 'inconvenience incompetence', 'inconvenience incompetence break', 'inconvenience incompetence break fill', 'inconvenience incompetence break fill system', 'inconvenience incompetence break fill system try', 'inconvenience incompetence break fill system try fix', 'inconvenience incompetence break fill system try fix issue', 'incompetence', 'incompetence break', 'incompetence break fill', 'incompetence break fill system', 'incompetence break fill system try', 'incompetence break fill system try fix', 'incompetence break fill system try fix issue', 'break', 'break fill', 'break fill system', 'break fill system try', 'break fill system try fix', 'break fill system try fix issue', 'fill', 'fill system', 'fill system try', 'fill system try fix', 'fill system try fix issue', 'system', 'system try', 'system try fix', 'system try fix issue', 'try', 'try fix', 'try fix issue', 'fix', 'fix issue', 'issue']",0,1,0,0,0,0,0,0,0,0,0
156211,and assess my health are a true testament to the level of care The Clinic for Plastic Surgery provides for patients.,0,ass health true testament level care clinic plastic surgery provide patient,"['ass', 'ass health', 'ass health true', 'ass health true testament', 'ass health true testament level', 'ass health true testament level care', 'ass health true testament level care clinic', 'ass health true testament level care clinic plastic', 'ass health true testament level care clinic plastic surgery', 'ass health true testament level care clinic plastic surgery provide', 'ass health true testament level care clinic plastic surgery provide patient', 'health', 'health true', 'health true testament', 'health true testament level', 'health true testament level care', 'health true testament level care clinic', 'health true testament level care clinic plastic', 'health true testament level care clinic plastic surgery', 'health true testament level care clinic plastic surgery provide', 'health true testament level care clinic plastic surgery provide patient', 'true', 'true testament', 'true testament level', 'true testament level care', 'true testament level care clinic', 'true testament level care clinic plastic', 'true testament level care clinic plastic surgery', 'true testament level care clinic plastic surgery provide', 'true testament level care clinic plastic surgery provide patient', 'testament', 'testament level', 'testament level care', 'testament level care clinic', 'testament level care clinic plastic', 'testament level care clinic plastic surgery', 'testament level care clinic plastic surgery provide', 'testament level care clinic plastic surgery provide patient', 'level', 'level care', 'level care clinic', 'level care clinic plastic', 'level care clinic plastic surgery', 'level care clinic plastic surgery provide', 'level care clinic plastic surgery provide patient', 'care', 'care clinic', 'care clinic plastic', 'care clinic plastic surgery', 'care clinic plastic surgery provide', 'care clinic plastic surgery provide patient', 'clinic', 'clinic plastic', 'clinic plastic surgery', 'clinic plastic surgery provide', 'clinic plastic surgery provide patient', 'plastic', 'plastic surgery', 'plastic surgery provide', 'plastic surgery provide patient', 'surgery', 'surgery provide', 'surgery provide patient', 'provide', 'provide patient', 'patient']",0,0,0,0,0,0,0,1,0,0,0
99124,I got a prescription but it was never faxed to the local pharmacy.,1,get prescription fix local pharmacy,"['get', 'get prescription', 'get prescription fix', 'get prescription fix local', 'get prescription fix local pharmacy', 'prescription', 'prescription fix', 'prescription fix local', 'prescription fix local pharmacy', 'fix', 'fix local', 'fix local pharmacy', 'local', 'local pharmacy', 'pharmacy']",0,1,0,0,0,0,0,0,0,0,0
180882,First of all bmi is a completely outdated judge of someone's health especially when you have no idea what they look like in person.,1,mi completely outdated judge health especially no idea look like person,"['mi', 'mi completely', 'mi completely outdated', 'mi completely outdated judge', 'mi completely outdated judge health', 'mi completely outdated judge health especially', 'mi completely outdated judge health especially no', 'mi completely outdated judge health especially no idea', 'mi completely outdated judge health especially no idea look', 'mi completely outdated judge health especially no idea look like', 'mi completely outdated judge health especially no idea look like person', 'completely', 'completely outdated', 'completely outdated judge', 'completely outdated judge health', 'completely outdated judge health especially', 'completely outdated judge health especially no', 'completely outdated judge health especially no idea', 'completely outdated judge health especially no idea look', 'completely outdated judge health especially no idea look like', 'completely outdated judge health especially no idea look like person', 'outdated', 'outdated judge', 'outdated judge health', 'outdated judge health especially', 'outdated judge health especially no', 'outdated judge health especially no idea', 'outdated judge health especially no idea look', 'outdated judge health especially no idea look like', 'outdated judge health especially no idea look like person', 'judge', 'judge health', 'judge health especially', 'judge health especially no', 'judge health especially no idea', 'judge health especially no idea look', 'judge health especially no idea look like', 'judge health especially no idea look like person', 'health', 'health especially', 'health especially no', 'health especially no idea', 'health especially no idea look', 'health especially no idea look like', 'health especially no idea look like person', 'especially', 'especially no', 'especially no idea', 'especially no idea look', 'especially no idea look like', 'especially no idea look like person', 'no', 'no idea', 'no idea look', 'no idea look like', 'no idea look like person', 'idea', 'idea look', 'idea look like', 'idea look like person', 'look', 'look like', 'look like person', 'like', 'like person', 'person']",0,0,0,0,0,0,0,1,0,0,0
